,all_hits,description,hit_num,name,species
17,,"NZ_CP050724.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SE74 plasmid pSE74-1, complete sequence",0.0,NZ_CP050724.1,Salmonella enterica
18,TcB_expanded,"NZ_CP050725.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SE74 plasmid pSE74-2, complete sequence",1.0,NZ_CP050725.1,Salmonella enterica
19,TcB_expanded,"NC_011204.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 plasmid pCT02021853_74, complete sequence",1.0,NC_011204.1,Salmonella enterica
20,Chitinase_expanded,"NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome",1.0,NC_011205.1,Salmonella enterica
21,Chitinase_expanded,"NZ_CP034968.1 Salmonella enterica subsp. enterica serovar Typhimurium strain B3589 chromosome, complete genome",1.0,NZ_CP034968.1,Salmonella enterica
22,,"NZ_CP034969.1 Salmonella enterica subsp. enterica serovar Typhimurium strain B3589 plasmid p3589, complete sequence",0.0,NZ_CP034969.1,Salmonella enterica
23,Chitinase_expanded,NZ_LT904875.1 Salmonella enterica subsp. enterica serovar Typhi strain ERL024919 chromosome 1,1.0,NZ_LT904875.1,Salmonella enterica
24,Chitinase_expanded,"NZ_CP017177.1 Salmonella enterica strain FORC_056 chromosome, complete genome",1.0,NZ_CP017177.1,Salmonella enterica
25,TcB_expanded,"NZ_CP017178.1 Salmonella enterica strain FORC_056 plasmid unnamed1, complete sequence",1.0,NZ_CP017178.1,Salmonella enterica
26,,"NZ_CP029645.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_217186 plasmid pHCM1, complete sequence",0.0,NZ_CP029645.1,Salmonella enterica
27,Chitinase_expanded,"NZ_CP029646.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_217186 chromosome, complete genome",1.0,NZ_CP029646.1,Salmonella enterica
28,,"NZ_CP029647.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_217186 plasmid pHCM2, complete sequence",0.0,NZ_CP029647.1,Salmonella enterica
29,,"NZ_CP029937.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_207186 plasmid pHCM1, complete sequence",0.0,NZ_CP029937.1,Salmonella enterica
30,Chitinase_expanded,"NZ_CP029938.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_207186 chromosome, complete genome",1.0,NZ_CP029938.1,Salmonella enterica
31,Chitinase_expanded,"NZ_CP012346.1 Salmonella enterica subsp. enterica serovar Panama str. ATCC 7378 chromosome, complete genome",1.0,NZ_CP012346.1,Salmonella enterica
32,Chitinase_expanded,"NZ_CP041176.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SJTUF12367v2 chromosome, complete genome",1.0,NZ_CP041176.1,Salmonella enterica
33,,"NZ_CP041177.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SJTUF12367v2 plasmid p12367A, complete sequence",0.0,NZ_CP041177.1,Salmonella enterica
34,TcB_expanded,"NZ_CP041178.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SJTUF12367v2 plasmid p12367B, complete sequence",1.0,NZ_CP041178.1,Salmonella enterica
35,Chitinase_expanded,"NZ_CP025218.1 Salmonella enterica subsp. enterica serovar Tennessee strain ATCC 10722 chromosome, complete genome",1.0,NZ_CP025218.1,Salmonella enterica
36,Chitinase_expanded,NZ_LN868943.1 Salmonella enterica subsp. enterica serovar Senftenberg strain NCTC10384 chromosome 1,1.0,NZ_LN868943.1,Salmonella enterica
37,,"NZ_LN868944.1 Salmonella enterica subsp. enterica serovar Senftenberg strain NCTC10384 plasmid 2, complete sequence",0.0,NZ_LN868944.1,Salmonella enterica
38,,"NZ_LN868945.1 Salmonella enterica subsp. enterica serovar Senftenberg strain NCTC10384 plasmid 3, complete sequence",0.0,NZ_LN868945.1,Salmonella enterica
39,,"NZ_LN868946.1 Salmonella enterica subsp. enterica serovar Senftenberg strain NCTC10384 plasmid 4, complete sequence",0.0,NZ_LN868946.1,Salmonella enterica
40,Chitinase_expanded,"NZ_CP050712.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SE104 chromosome, complete genome",1.0,NZ_CP050712.1,Salmonella enterica
41,,"NZ_CP050713.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SE104 plasmid pSE104-1, complete sequence",0.0,NZ_CP050713.1,Salmonella enterica
42,TcB_expanded,"NZ_CP050714.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SE104 plasmid pSE104-2, complete sequence",1.0,NZ_CP050714.1,Salmonella enterica
43,,"NZ_CP050715.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SE104 plasmid pSE104-3, complete sequence",0.0,NZ_CP050715.1,Salmonella enterica
44,Chitinase_expanded,"NZ_CP039277.1 Salmonella enterica subsp. enterica strain 12-0523 chromosome, complete genome",1.0,NZ_CP039277.1,Salmonella enterica
45,,"NZ_CP039278.1 Salmonella enterica subsp. enterica strain 12-0523 plasmid p12-0523.1, complete sequence",0.0,NZ_CP039278.1,Salmonella enterica
46,Chitinase_expanded,"NZ_CP019417.1 Salmonella enterica subsp. enterica serovar Wandsworth str. SA20092095 chromosome, complete genome",1.0,NZ_CP019417.1,Salmonella enterica
47,Chitinase_expanded TcdA1_expanded TcB_expanded A1_expanded,"NZ_CP030219.1 Salmonella enterica strain SA20021456 chromosome, complete genome",4.0,NZ_CP030219.1,Salmonella enterica
48,,"NZ_CP030220.1 Salmonella enterica strain SA20021456 plasmid pSA20021456.1, complete sequence",0.0,NZ_CP030220.1,Salmonella enterica
49,,"NZ_CP030221.1 Salmonella enterica strain SA20021456 plasmid pSA20021456.2, complete sequence",0.0,NZ_CP030221.1,Salmonella enterica
50,,"NZ_CP030222.1 Salmonella enterica strain SA20021456 plasmid pSA20021456.3, complete sequence",0.0,NZ_CP030222.1,Salmonella enterica
51,Chitinase_expanded,"NZ_CP015024.1 Salmonella enterica subsp. enterica serovar Agona str. 392869-2 chromosome, complete genome",1.0,NZ_CP015024.1,Salmonella enterica
52,Chitinase_expanded,"NZ_CP037892.1 Salmonella enterica subsp. enterica strain CFSAN087304 chromosome, complete genome",1.0,NZ_CP037892.1,Salmonella enterica
53,Chitinase_expanded,"NZ_CP007530.1 Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20, complete genome",1.0,NZ_CP007530.1,Salmonella enterica
54,Chitinase_expanded,"NZ_CP048775.1 Salmonella enterica subsp. enterica serovar Agona strain SG17-135 chromosome, complete genome",1.0,NZ_CP048775.1,Salmonella enterica
55,,"NZ_CP048776.1 Salmonella enterica subsp. enterica serovar Agona strain SG17-135 plasmid pSG17-135-HI2, complete sequence",0.0,NZ_CP048776.1,Salmonella enterica
56,,"NZ_CP048777.1 Salmonella enterica subsp. enterica serovar Agona strain SG17-135 plasmid pSG17-135-X, complete sequence",0.0,NZ_CP048777.1,Salmonella enterica
57,Chitinase_expanded,"NZ_CP050750.1 Salmonella enterica subsp. enterica serovar Typhimurium strain ST46 chromosome, complete genome",1.0,NZ_CP050750.1,Salmonella enterica
58,,"NZ_CP050751.1 Salmonella enterica subsp. enterica serovar Typhimurium strain ST46 plasmid pST46-1, complete sequence",0.0,NZ_CP050751.1,Salmonella enterica
59,,"NZ_CP050752.1 Salmonella enterica subsp. enterica serovar Typhimurium strain ST46 plasmid pST46-2, complete sequence",0.0,NZ_CP050752.1,Salmonella enterica
60,Chitinase_expanded,"NZ_CP022500.1 Salmonella enterica subsp. enterica serovar Kentucky str. SA20030505 chromosome, complete genome",1.0,NZ_CP022500.1,Salmonella enterica
61,,"NZ_CP022501.1 Salmonella enterica subsp. enterica serovar Kentucky str. SA20030505 plasmid unnamed1, complete sequence",0.0,NZ_CP022501.1,Salmonella enterica
62,,"NZ_CP022502.1 Salmonella enterica subsp. enterica serovar Kentucky str. SA20030505 plasmid unnamed2, complete sequence",0.0,NZ_CP022502.1,Salmonella enterica
63,,"NZ_CP013224.1 Salmonella enterica subsp. enterica serovar Anatum strain GT-38 plasmid PDM04, complete sequence",0.0,NZ_CP013224.1,Salmonella enterica
64,,"NZ_CP013225.1 Salmonella enterica subsp. enterica serovar Anatum strain GT-38 plasmid PDM05, complete sequence",0.0,NZ_CP013225.1,Salmonella enterica
65,Chitinase_expanded,"NZ_CP013226.1 Salmonella enterica subsp. enterica serovar Anatum strain GT-38 chromosome, complete genome",1.0,NZ_CP013226.1,Salmonella enterica
66,Chitinase_expanded,"NZ_CP007288.2 Salmonella enterica subsp. enterica serovar Enteritidis str. SA19981857 chromosome, complete genome",1.0,NZ_CP007288.2,Salmonella enterica
67,Chitinase_expanded,"NZ_CP045461.1 Salmonella enterica subsp. enterica serovar Anatum strain M-3851 chromosome, complete genome",1.0,NZ_CP045461.1,Salmonella enterica
68,,"NZ_CP045462.1 Salmonella enterica subsp. enterica serovar Anatum strain M-3851 plasmid pM-3851_DHA, complete sequence",0.0,NZ_CP045462.1,Salmonella enterica
69,,"NZ_CP045463.1 Salmonella enterica subsp. enterica serovar Anatum strain M-3851 plasmid p48k, complete sequence",0.0,NZ_CP045463.1,Salmonella enterica
70,Chitinase_expanded,"NZ_CP039561.1 Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:- strain PNCS014847 chromosome, complete genome",1.0,NZ_CP039561.1,Salmonella enterica
71,TcB_expanded,"NZ_CP039562.1 Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:- strain PNCS014847 plasmid p08-5333.1, complete sequence",1.0,NZ_CP039562.1,Salmonella enterica
72,,"NZ_CP039563.1 Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:- strain PNCS014847 plasmid p08-5333.2, complete sequence",0.0,NZ_CP039563.1,Salmonella enterica
73,Chitinase_expanded,"NZ_CP045465.1 Salmonella enterica subsp. enterica serovar Anatum strain Sal-2097 chromosome, complete genome",1.0,NZ_CP045465.1,Salmonella enterica
74,Chitinase_expanded Chitinase_expanded,"NZ_CP029992.1 Salmonella enterica subsp. salamae serovar 56:z10:e,n,x strain SA20011914 chromosome, complete genome",2.0,NZ_CP029992.1,Salmonella enterica
75,,"NZ_CP029993.1 Salmonella enterica subsp. salamae serovar 56:z10:e,n,x strain SA20011914 plasmid pSA20011914.1, complete sequence",0.0,NZ_CP029993.1,Salmonella enterica
76,,"NZ_CP029994.1 Salmonella enterica subsp. salamae serovar 56:z10:e,n,x strain SA20011914 plasmid pSA20011914.2, complete sequence",0.0,NZ_CP029994.1,Salmonella enterica
77,,"NZ_CP019647.1 Salmonella enterica subsp. enterica serovar Typhimurium strain TW-Stm6 plasmid pSTM6-275, complete sequence",0.0,NZ_CP019647.1,Salmonella enterica
78,,"NZ_CP019648.1 Salmonella enterica subsp. enterica serovar Typhimurium strain TW-Stm6 plasmid pSTM6-4, complete sequence",0.0,NZ_CP019648.1,Salmonella enterica
79,Chitinase_expanded,"NZ_CP019649.1 Salmonella enterica subsp. enterica serovar Typhimurium strain TW-Stm6 chromosome, complete genome",1.0,NZ_CP019649.1,Salmonella enterica
80,Chitinase_expanded,"NZ_CP041011.1 Salmonella enterica strain FDAARGOS_765 chromosome, complete genome",1.0,NZ_CP041011.1,Salmonella enterica
81,Chitinase_expanded,"NZ_CP039491.1 Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000700 chromosome, complete genome",1.0,NZ_CP039491.1,Salmonella enterica
82,,"NZ_CP039492.1 Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000700 plasmid pCFSAN000700, complete sequence",0.0,NZ_CP039492.1,Salmonella enterica
83,Chitinase_expanded,"NC_021814.1 Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921, complete sequence",1.0,NC_021814.1,Salmonella enterica
84,,"NC_021815.1 Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921 plasmid unnamed, complete sequence",0.0,NC_021815.1,Salmonella enterica
85,,"NC_021816.1 Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921 plasmid unnamed, complete sequence",0.0,NC_021816.1,Salmonella enterica
86,,"NC_021843.1 Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921 plasmid unnamed, complete sequence",0.0,NC_021843.1,Salmonella enterica
87,Chitinase_expanded,"NZ_CP050764.1 Salmonella enterica subsp. enterica serovar Indiana strain SI111 chromosome, complete genome",1.0,NZ_CP050764.1,Salmonella enterica
88,,"NZ_CP050765.1 Salmonella enterica subsp. enterica serovar Indiana strain SI111 plasmid pSI111-1, complete sequence",0.0,NZ_CP050765.1,Salmonella enterica
89,,"NZ_CP050766.1 Salmonella enterica subsp. enterica serovar Indiana strain SI111 plasmid pSI111-2, complete sequence",0.0,NZ_CP050766.1,Salmonella enterica
90,,"NZ_CP050767.1 Salmonella enterica subsp. enterica serovar Indiana strain SI111 plasmid pSI111-3, complete sequence",0.0,NZ_CP050767.1,Salmonella enterica
91,,"NZ_CP050768.1 Salmonella enterica subsp. enterica serovar Indiana strain SI111 plasmid pSI111-4, complete sequence",0.0,NZ_CP050768.1,Salmonella enterica
92,Chitinase_expanded,"NZ_CP030209.1 Salmonella enterica strain SA20044414 chromosome, complete genome",1.0,NZ_CP030209.1,Salmonella enterica
93,,"NZ_CP030210.1 Salmonella enterica strain SA20044414 plasmid pSA20044414.1, complete sequence",0.0,NZ_CP030210.1,Salmonella enterica
94,Chitinase_expanded,"NZ_CP009093.1 Salmonella enterica subsp. enterica serovar Enteritidis strain OLF-SE11-10058, complete genome",1.0,NZ_CP009093.1,Salmonella enterica
95,Chitinase_expanded,"NZ_CP018651.1 Salmonella enterica subsp. enterica serovar Enteritidis strain 81-1705 chromosome, complete genome",1.0,NZ_CP018651.1,Salmonella enterica
96,,"NZ_CP018652.1 Salmonella enterica subsp. enterica serovar Enteritidis strain 81-1705 plasmid pSE81-1705-1, complete sequence",0.0,NZ_CP018652.1,Salmonella enterica
97,TcB_expanded,"NZ_CP018653.1 Salmonella enterica subsp. enterica serovar Enteritidis strain 81-1705 plasmid pSE81-1705-2, complete sequence",1.0,NZ_CP018653.1,Salmonella enterica
98,,"NZ_CP018654.1 Salmonella enterica subsp. enterica serovar Enteritidis strain 81-1705 plasmid pSE81-1705-3, complete sequence",0.0,NZ_CP018654.1,Salmonella enterica
99,Chitinase_expanded,"NZ_CP029907.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_255118 chromosome, complete genome",1.0,NZ_CP029907.1,Salmonella enterica
100,Chitinase_expanded,"NZ_CP037894.1 Salmonella enterica strain FSW0104 chromosome, complete genome",1.0,NZ_CP037894.1,Salmonella enterica
101,Chitinase_expanded,"NZ_CP029914.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_217103 chromosome, complete genome",1.0,NZ_CP029914.1,Salmonella enterica
102,Chitinase_expanded,"NZ_CP010281.1 Salmonella enterica subsp. enterica serovar Newport str. CVM 22513, complete genome",1.0,NZ_CP010281.1,Salmonella enterica
103,Chitinase_expanded,"NZ_CP017727.1 Salmonella enterica subsp. enterica serovar Saintpaul str. SARA26 strain SGSC 2206 chromosome, complete genome",1.0,NZ_CP017727.1,Salmonella enterica
104,Chitinase_expanded,"NZ_CP014659.2 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765 chromosome, complete genome",1.0,NZ_CP014659.2,Salmonella enterica
105,,"NZ_CP014660.1 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765 plasmid pSAN1-06-0624, complete sequence",0.0,NZ_CP014660.1,Salmonella enterica
106,Chitinase_expanded,"NZ_CP039565.1 Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:- strain PNCS014849 chromosome, complete genome",1.0,NZ_CP039565.1,Salmonella enterica
107,TcB_expanded,"NZ_CP039566.1 Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:- strain PNCS014849 plasmid p08-7727.1, complete sequence",1.0,NZ_CP039566.1,Salmonella enterica
108,Chitinase_expanded,"NZ_CP030190.1 Salmonella enterica strain SA20104250 chromosome, complete genome",1.0,NZ_CP030190.1,Salmonella enterica
109,,"NZ_CP030191.1 Salmonella enterica strain SA20104250 plasmid pSA20104250.1, complete sequence",0.0,NZ_CP030191.1,Salmonella enterica
110,,"NZ_CP030192.1 Salmonella enterica strain SA20104250 plasmid pSA20104250.2, complete sequence",0.0,NZ_CP030192.1,Salmonella enterica
111,,"NZ_CP030193.1 Salmonella enterica strain SA20104250 plasmid pSA20104250.3, complete sequence",0.0,NZ_CP030193.1,Salmonella enterica
112,Chitinase_expanded,"NZ_CP029873.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_211171 chromosome, complete genome",1.0,NZ_CP029873.1,Salmonella enterica
113,,"NZ_CP029874.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_211171 plasmid pK91, complete sequence",0.0,NZ_CP029874.1,Salmonella enterica
114,Chitinase_expanded,"NZ_CP046278.1 Salmonella enterica strain FDAARGOS_708 chromosome, complete genome",1.0,NZ_CP046278.1,Salmonella enterica
115,Chitinase_expanded,"NZ_CP011394.1 Salmonella enterica subsp. enterica serovar Enteritidis str. 18569 chromosome, complete genome",1.0,NZ_CP011394.1,Salmonella enterica
116,TcB_expanded,"NZ_CP011395.1 Salmonella enterica subsp. enterica serovar Enteritidis str. 18569 plasmid pCFSAN000006, complete sequence",1.0,NZ_CP011395.1,Salmonella enterica
117,Chitinase_expanded,"NZ_CP016408.1 Salmonella enterica subsp. enterica serovar Infantis strain FSIS1502916, complete genome",1.0,NZ_CP016408.1,Salmonella enterica
118,,"NZ_CP016409.1 Salmonella enterica subsp. enterica serovar Infantis strain FSIS1502916 plasmid pFSIS1502916, complete sequence",0.0,NZ_CP016409.1,Salmonella enterica
119,Chitinase_expanded TcdA1_expanded TcB_expanded A1_expanded,"NZ_CP029989.1 Salmonella enterica subsp. diarizonae serovar 48:i:z strain SA20121591 chromosome, complete genome",4.0,NZ_CP029989.1,Salmonella enterica
120,,"NZ_CP029990.1 Salmonella enterica subsp. diarizonae serovar 48:i:z strain SA20121591 plasmid pSA20121591.1, complete sequence",0.0,NZ_CP029990.1,Salmonella enterica
121,Chitinase_expanded,"NZ_CP007254.1 Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111095 chromosome, complete genome",1.0,NZ_CP007254.1,Salmonella enterica
122,Chitinase_expanded,"NZ_CP019413.1 Salmonella enterica subsp. enterica serovar Krefeld str. SA20030536 chromosome, complete genome",1.0,NZ_CP019413.1,Salmonella enterica
123,,"NZ_CP037878.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain PNCS014863 plasmid pPNCS014863_S1, complete sequence",0.0,NZ_CP037878.1,Salmonella enterica
124,Chitinase_expanded,"NZ_CP037879.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain PNCS014863 chromosome, complete genome",1.0,NZ_CP037879.1,Salmonella enterica
125,Chitinase_expanded,"NZ_CP007267.1 Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120005, complete genome",1.0,NZ_CP007267.1,Salmonella enterica
126,Chitinase_expanded,"NZ_CP016385.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 13-931, complete genome",1.0,NZ_CP016385.1,Salmonella enterica
127,,"NZ_CP016386.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 13-931 plasmid p931-3904, complete sequence",0.0,NZ_CP016386.1,Salmonella enterica
128,,"NZ_CP016387.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 13-931 plasmid p931IncI1, complete sequence",0.0,NZ_CP016387.1,Salmonella enterica
129,,"NZ_CP016388.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 13-931 plasmid p931IncI2, complete sequence",0.0,NZ_CP016388.1,Salmonella enterica
130,,"NZ_CP016389.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 13-931 plasmid pESBL931, complete sequence",0.0,NZ_CP016389.1,Salmonella enterica
131,TcB_expanded,"NZ_CP016390.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 13-931 plasmid pSLT931, complete sequence",1.0,NZ_CP016390.1,Salmonella enterica
132,Chitinase_expanded,"NZ_CP045762.1 Salmonella enterica subsp. enterica serovar Heidelberg str. 41578 chromosome, complete genome",1.0,NZ_CP045762.1,Salmonella enterica
133,,"NZ_CP045763.1 Salmonella enterica subsp. enterica serovar Heidelberg str. 41578 plasmid p1CFSAN000318, complete sequence",0.0,NZ_CP045763.1,Salmonella enterica
134,,"NZ_CP045764.1 Salmonella enterica subsp. enterica serovar Heidelberg str. 41578 plasmid p2CFSAN000318, complete sequence",0.0,NZ_CP045764.1,Salmonella enterica
135,,"NZ_CP045765.1 Salmonella enterica subsp. enterica serovar Heidelberg str. 41578 plasmid p3CFSAN000318, complete sequence",0.0,NZ_CP045765.1,Salmonella enterica
136,,"NZ_CP027411.1 Salmonella enterica strain FDAARGOS_319 plasmid unnamed, complete sequence",0.0,NZ_CP027411.1,Salmonella enterica
137,Chitinase_expanded,"NZ_CP027412.1 Salmonella enterica strain FDAARGOS_319 chromosome, complete genome",1.0,NZ_CP027412.1,Salmonella enterica
138,Chitinase_expanded,"NZ_CP039270.1 Salmonella enterica subsp. enterica serovar Senftenberg str. CFSAN004025 chromosome, complete genome",1.0,NZ_CP039270.1,Salmonella enterica
139,,"NZ_CP039271.1 Salmonella enterica subsp. enterica serovar Senftenberg str. CFSAN004025 plasmid pCFSAN004025.1, complete sequence",0.0,NZ_CP039271.1,Salmonella enterica
140,,"NZ_CP039272.1 Salmonella enterica subsp. enterica serovar Senftenberg str. CFSAN004025 plasmid pCFSAN004025.2, complete sequence",0.0,NZ_CP039272.1,Salmonella enterica
141,,"NZ_CP039273.1 Salmonella enterica subsp. enterica serovar Senftenberg str. CFSAN004025 plasmid pCFSAN004025.3, complete sequence",0.0,NZ_CP039273.1,Salmonella enterica
142,,"NZ_CP039274.1 Salmonella enterica subsp. enterica serovar Senftenberg str. CFSAN004025 plasmid pCFSAN004025.4, complete sequence",0.0,NZ_CP039274.1,Salmonella enterica
143,,"NZ_CP039275.1 Salmonella enterica subsp. enterica serovar Senftenberg str. CFSAN004025 plasmid pCFSAN004025.5, complete sequence",0.0,NZ_CP039275.1,Salmonella enterica
144,,"NZ_CP039276.1 Salmonella enterica subsp. enterica serovar Senftenberg str. CFSAN004025 plasmid pCFSAN004025.6, complete sequence",0.0,NZ_CP039276.1,Salmonella enterica
145,Chitinase_expanded,"NC_022569.1 Salmonella enterica subsp. enterica serovar Typhimurium str. DT104, complete sequence",1.0,NC_022569.1,Salmonella enterica
146,TcB_expanded,"NC_022570.1 Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 unnamed plasmid, complete sequence",1.0,NC_022570.1,Salmonella enterica
147,Chitinase_expanded,"NZ_CP050771.1 Salmonella enterica subsp. enterica serovar Indiana strain SI102 chromosome, complete genome",1.0,NZ_CP050771.1,Salmonella enterica
148,,"NZ_CP050772.1 Salmonella enterica subsp. enterica serovar Indiana strain SI102 plasmid pSI102-1, complete sequence",0.0,NZ_CP050772.1,Salmonella enterica
149,,"NZ_CP050773.1 Salmonella enterica subsp. enterica serovar Indiana strain SI102 plasmid pSI102-2, complete sequence",0.0,NZ_CP050773.1,Salmonella enterica
150,,"NZ_CP050774.1 Salmonella enterica subsp. enterica serovar Indiana strain SI102 plasmid pSI102-3, complete sequence",0.0,NZ_CP050774.1,Salmonella enterica
151,,"NZ_CP050775.1 Salmonella enterica subsp. enterica serovar Indiana strain SI102 plasmid pSI102-4, complete sequence",0.0,NZ_CP050775.1,Salmonella enterica
152,,"NZ_CP050776.1 Salmonella enterica subsp. enterica serovar Indiana strain SI102 plasmid pSI102-5, complete sequence",0.0,NZ_CP050776.1,Salmonella enterica
153,Chitinase_expanded,"NZ_CP040700.1 Salmonella enterica subsp. enterica serovar Saintpaul strain 5 isolate CFSAN047351 chromosome, complete genome",1.0,NZ_CP040700.1,Salmonella enterica
154,Chitinase_expanded,"NZ_CP040318.1 Salmonella enterica subsp. enterica serovar Rough O:-:- strain PNCS009887 chromosome, complete genome",1.0,NZ_CP040318.1,Salmonella enterica
155,,"NZ_CP040319.1 Salmonella enterica subsp. enterica serovar Rough O:-:- strain PNCS009887 plasmid p11-0883.1, complete sequence",0.0,NZ_CP040319.1,Salmonella enterica
156,,"NZ_CP040320.1 Salmonella enterica subsp. enterica serovar Rough O:-:- strain PNCS009887 plasmid p11-0883.2, complete sequence",0.0,NZ_CP040320.1,Salmonella enterica
157,Chitinase_expanded,"NZ_CP022116.1 Salmonella enterica subsp. enterica serovar Ouakam str. SA20034636 chromosome, complete genome",1.0,NZ_CP022116.1,Salmonella enterica
158,Chitinase_expanded,"NZ_CP039579.1 Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:- strain PNCS014857 chromosome, complete genome",1.0,NZ_CP039579.1,Salmonella enterica
